Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas
2008,192249,25.5,Quito,Negociable,USED,BMW,Sedán,528i,,,,,,,,,,,,,,,,,
2019,20000,28.9,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
2020,16000,29.5,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,
2010,98000,23.99,Quito,Negociable,USED,Chevrolet,Todoterreno,Tahoe Híbrido,,,,,,,,,,,,,,,,,
2016,98000,29.3,Quito,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
2023,19000,14.9,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero,,,,,,,,,,,,,,,,,
2010,186692,15.9,Quito,Negociable,USED,Mazda,Todoterreno,CX7,,,,,,,,,,,,,,,,,
2017,50000,44.9,Quito,Negociable,USED,BMW,Todoterreno,X3,,,,,,,,,,,,,,,,,
2018,75000,14.4,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2014,20000,19.9,Quito,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,
2019,46000,16.6,Quito,Negociable,USED,Chevrolet,Coupé,Cavalier,,,,,,,,,,,,,,,,,
2013,92000,19.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2020,58125,29.8,Ambato,Negociable,USED,Nissan,Camioneta Doble Cabina,Frontier,,,,,,,,,,,,,,,,,
2010,124000,14.49,Quito,Negociable,USED,Toyota,Todoterreno,Highlander Hibrido,,,,,,,,,,,,,,,,,
2010,32702,67.9,Quito,Negociable,USED,BMW,Convertible,Z4,,,,,,,,,,,,,,,,,
2011,94000,16.5,Quito,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
2021,18097,100.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 4X4,,,,,,,,,,,,,,,,,
2019,119566,13.5,Quito,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,
2010,173000,12.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.7,,,,,,,,,,,,,,,,,
2023,12074,23.9,Quito,Negociable,USED,Jetour,Todoterreno Ligero,X70 II MT 1.5T,,,,,,,,,,,,,,,,,
2004,231000,8.9,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
2011,237000,5.9,Quito,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
2022,27000,21.9,Quito,Negociable,USED,Jetour,Crossover,X70 II MT 1.5T,,,,,,,,,,,,,,,,,
2015,113000,13.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
2016,88000,53.0,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
2015,138731,15.6,Cuenca,Negociable,USED,Suzuki,Todoterreno,GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,
2007,122000,19.9,Quito,Negociable,USED,Volvo,Sedán,S80,,,,,,,,,,,,,,,,,
2018,55729,28.5,Quito,Negociable,USED,Mazda,SUV,CX-5,,,,,,,,,,,,,,,,,
2021,18515,18.9,Quito,Negociable,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,
2018,112480,19.3,Guayaquil,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,
2011,50000,52.9,Quito,Negociable,USED,BMW,Todoterreno,X6 Hibrido,,,,,,,,,,,,,,,,,
2016,125801,34.9,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR AC CD,,,,,,,,,,,,,,,,,
2016,125801,34.9,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,,,,,,,,,,,,,,,,,
2008,112000,27.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 4X4,#1718404,18097 Kms,Eléctricos,Automática,Gasolina,Aire Acondicionado,4 x 4,Plomo,2.0,Electrónica,3700.0,Cuero,Pichincha,,,,
2015,100000,31.5,Quito,Negociable,USED,Ford,Station Wagon,Explorer XLT,,,,,,,,,,,,,,,,,
2020,42983,23.9,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,
2010,141000,16.59,Quito,Negociable,USED,Toyota,Todoterreno,Highlander,,,,,,,,,,,,,,,,,
2021,16765,22.9,Quito,Negociable,USED,Toyota,Todoterreno,Rush,,,,,,,,,,,,,,,,,
2020,49000,28.8,Ambato,Negociable,USED,Kia,Todoterreno,Sportage LX,,,,,,,,,,,,,,,,,
2021,13000,27.0,Santo Domingo,Negociable,USED,Nissan,SUV,Qashqai sense,,,,,,,,,,,,,,,,,
2023,5600,35.5,Cuenca,Negociable,USED,Toyota,Crossover,Corolla Cross High,,,,,,,,,,,,,,,,,
2008,183400,15.9,Cuenca,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,
2018,51857,29.8,Cuenca,Negociable,USED,Mazda,SUV,CX-5,,,,,,,,,,,,,,,,,
2022,64000,24.9,Ambato,Negociable,USED,Great Wall,Camioneta Cabina Simple,WINGLE 7 2.0 CD 4X4 DIESEL,,,,,,,,,,,,,,,,,
2019,103651,14.9,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero Stepway,,,,,,,,,,,,,,,,,
2011,181000,10.9,Quito,Negociable,USED,Chevrolet,Sedán,Optra Limited,,,,,,,,,,,,,,,,,
2019,63446,15.9,Quito,Negociable,USED,Chevrolet,Sedán,Cavalier,,,,,,,,,,,,,,,,,
2012,166000,9.9,Quito,Negociable,USED,Hyundai,Hatchback (5 Puertas),i10,,,,,,,,,,,,,,,,,
2018,81176,19.9,Quito,Negociable,USED,Nissan,Todoterreno,Kicks,,,,,,,,,,,,,,,,,
2006,270645,11.5,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,
1994,88000,6.8,Quito,Negociable,USED,Volvo,Sedán,460,,,,,,,,,,,,,,,,,
2003,280186,6.5,Quito,Negociable,USED,Skoda,Sedán,Fabia,,,,,,,,,,,,,,,,,
2017,74136,26.9,Quito,Fijo,USED,Kia,Todoterreno Ligero,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
2018,90245,15.5,Quito,Negociable,USED,Haval,Todoterreno,All New H6 Confort,,,,,,,,,,,,,,,,,
2018,90245,15.5,Quito,Negociable,USED,Haval,Todoterreno,H6,,,,,,,,,,,,,,,,,
2007,167021,22.9,Quito,Negociable,USED,BMW,Todoterreno,X5 3.0i,,,,,,,,,,,,,,,,,
2018,90245,15.5,Quito,Negociable,USED,Great Wall,Todoterreno,H6,,,,,,,,,,,,,,,,,
2018,90245,15.5,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,,,,
2008,202101,11.9,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
2011,160623,22.5,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2017,42222,73.9,Quito,Negociable,USED,Land Rover,Todoterreno,Discovery,,,,,,,,,,,,,,,,,
2007,77200,16.577,Quito,Negociable,USED,BMW,Todoterreno,X3 2.5SI,,,,,,,,,,,,,,,,,
2013,91000,12.99,Quito,Fijo,USED,Chevrolet,Crossover,Orlando,,,,,,,,,,,,,,,,,
2010,237000,10.9,Quito,Fijo,USED,Toyota,Sedán,Prius Hybrido,,,,,,,,,,,,,,,,,
2014,62000,16.9,Quito,Negociable,USED,Jeep,Todoterreno,Compass Sport,,,,,,,,,,,,,,,,,
2020,38700,21.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2021,18000,24.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2008,231759,12.9,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2019,47000,12.99,Quito,Negociable,USED,Skoda,Sedán,Fabia,#1711657,280186 Kms,Eléctricos,Manual,Gasolina,,4 x 2,Plata,0.0,Hidráulica,1400.0,Tela,Pichincha,,,,
2010,290525,48.9,Quito,Negociable,USED,Cadillac,Todoterreno,Escalade Hibrido,,,,,,,,,,,,,,,,,
2016,131687,16.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2018,33632,52.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2011,149000,17.9,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2019,111185,29.9,Quito,Negociable,USED,Toyota,Van,Innova,,,,,,,,,,,,,,,,,
2019,45197,13.9,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
2011,96178,25.9,Quito,Negociable,USED,Audi,Todoterreno,Q5,,,,,,,,,,,,,,,,,
2018,29392,22.9,Quito,Negociable,USED,Mazda,Crossover,CX-3 ENTRY,,,,,,,,,,,,,,,,,
2016,81597,24.5,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2016,73000,16.9,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H2,,,,,,,,,,,,,,,,,
2011,143800,19.9,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
2018,91207,14.2,Cuenca,Negociable,USED,Citroen,Sedán,C-ELYSEE,,,,,,,,,,,,,,,,,
2015,95500,23.5,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Advance,,,,,,,,,,,,,,,,,
2015,95550,23.5,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,
2010,160077,16.9,Quito,Negociable,USED,Toyota,Todoterreno,Highlander Hibrido,,,,,,,,,,,,,,,,,
2018,42103,13.5,Quito,Negociable,USED,Zotye,Sedán,Z560,,,,,,,,,,,,,,,,,
2001,231923,12.9,Quito,Negociable,USED,Jeep,Todoterreno,Commander Limited,,,,,,,,,,,,,,,,,
2022,10923,22.9,Quito,Negociable,USED,DFSK,Todoterreno,GLORY 580,,,,,,,,,,,,,,,,,
1998,134367,19.9,Quito,Negociable,USED,Mercedes Benz,Coupé,CLK230,,,,,,,,,,,,,,,,,
2010,259702,14.8,Cuenca,Negociable,USED,Chevrolet,Camioneta Cabina Simple,LUV DMax CS,,,,,,,,,,,,,,,,,
2018,82700,16.7,Quito,Negociable,USED,Kia,Crossover,NIRO Hibrido,,,,,,,,,,,,,,,,,
2018,82700,16.7,Quito,Negociable,USED,Kia,Crossover,NIRO,,,,,,,,,,,,,,,,,
1998,180447,8.8,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2014,136240,13.9,Quito,Negociable,USED,Nissan,Sedán,Sentra Advance AT,,,,,,,,,,,,,,,,,
2014,79360,17.9,Quito,Negociable,USED,Mazda,Sedán,3,,,,,,,,,,,,,,,,,
2019,119559,56.9,Quito,Negociable,USED,Hyundai,Van,H 350,,,,,,,,,,,,,,,,,
2006,219558,12.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
2015,156229,23.9,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
2019,42476,17.9,Quito,Negociable,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,
2015,80654,22.9,Quito,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
2010,110509,14.5,Quito,Negociable,USED,Toyota,Sedán,Prius Hybrido,,,,,,,,,,,,,,,,,
2019,85951,18.5,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,,,,,,,,,,,,,,,,,
2014,158,11.5,Quito,Fijo,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,,,,
2019,44000,12.5,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2023,12000,15.7,Ambato,Negociable,USED,DFSK,Todoterreno,GLORY 580,#1703990,10923 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plomo,8.0,Hidráulica,1500.0,Cuero,Pichincha,,,,
2023,12000,15.7,Ambato,Negociable,USED,DFSK,Mini van (MPV),C37,,,,,,,,,,,,,,,,,
2015,152908,20.5,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
2020,39000,13.9,Quito,Negociable,USED,Changan,Sedán,Alsvin,,,,,,,,,,,,,,,,,
2016,102187,37.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
1988,60000,10.5,Ambato,Negociable,USED,Suzuki,Coupé,Forsa,,,,,,,,,,,,,,,,,
2010,276114,16.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Silverado Hibrido,,,,,,,,,,,,,,,,,
1988,60000,10.5,Ambato,Negociable,USED,Suzuki,Hatchback (3 Puertas),Forsa 1,,,,,,,,,,,,,,,,,
2015,93000,13.9,Quito,Negociable,USED,Peugeot,Hatchback (5 Puertas),208,,,,,,,,,,,,,,,,,
2019,43674,27.9,Quito,Negociable,USED,Kia,Todoterreno Ligero,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
2011,159291,20.9,Quito,Fijo,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,
2009,93789,51.9,Quito,Negociable,USED,Cadillac,Todoterreno,Escalade Hibrido,,,,,,,,,,,,,,,,,
2013,164722,14.9,Quito,Negociable,USED,Mazda,Sedán,3,,,,,,,,,,,,,,,,,
2013,130374,24.9,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 DC 4X2,,,,,,,,,,,,,,,,,
2013,130374,24.9,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,
2017,45569,51.9,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,,,,
2017,45569,51.9,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2012,304086,26.5,Quito,Negociable,USED,Kia,Van,Pregio,,,,,,,,,,,,,,,,,
2009,299689,18.6,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,,,,,,,,,,,,,,,,,
2009,299689,18.6,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
2019,41198,16.8,Quito,Negociable,USED,Great Wall,Todoterreno,Hover H3 Full,,,,,,,,,,,,,,,,,
2019,41198,16.8,Quito,Negociable,USED,Great Wall,Todoterreno,H3,,,,,,,,,,,,,,,,,
2019,41194,16.8,Quito,Negociable,USED,Great Wall,Todoterreno,H3 2.0,,,,,,,,,,,,,,,,,
1997,0,8.9,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Vitara 5P,,,,,,,,,,,,,,,,,
2019,62720,14.9,Cuenca,Negociable,USED,Great Wall,Todoterreno,Haval M4,,,,,,,,,,,,,,,,,
2009,245812,11.99,Quito,Fijo,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2013,181980,7.99,Quito,Fijo,USED,Fiat,Camioneta Cabina Simple,Fiorino,,,,,,,,,,,,,,,,,
2011,202601,8.9,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero,,,,,,,,,,,,,,,,,
2004,252280,12.9,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,Ranger CS,,,,,,,,,,,,,,,,,
2006,201690,7.99,Quito,Fijo,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,
2011,101539,10.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2019,69497,23.2,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE SL,,,,,,,,,,,,,,,,,
2023,0,18.99,Quito,Fijo,NEW,DongFeng,Camioneta Doble Cabina,RICH P11 TX,,,,,,,,,,,,,,,,,
2014,166193,17.3,Cuenca,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50,,,,,,,,,,,,,,,,,
2018,63958,18.3,Cuenca,Negociable,USED,Renault,Todoterreno,Duster 2.0,,,,,,,,,,,,,,,,,
2020,34606,42.99,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,#1721267,299689 Kms,Manuales,Manual,Gasolina,Aire Acondicionado,4 x 2,Rojo,7.0,,2700.0,Tela,Azuay,2.7,,,
2016,189040,12.99,Quito,Fijo,USED,Chevrolet,Todoterreno,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
2009,181931,7.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2003,343554,7.9,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2016,35000,16.9,Quito,Negociable,USED,Suzuki,Hatchback (5 Puertas),GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,
2020,25000,19.0,Quito,Negociable,USED,Gac,Hatchback (5 Puertas),GS3,,,,,,,,,,,,,,,,,
2014,131000,27.5,Guayaquil,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2013,90000,14.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,
2022,23529,22.4,Quito,Negociable,USED,DongFeng,Camioneta Doble Cabina,NEW RICH 6 4X2 GASOLINA,,,,,,,,,,,,,,,,,
2022,16644,14.9,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto GT Limited,,,,,,,,,,,,,,,,,
2022,16644,14.9,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,
2023,0,18.49,Quito,Negociable,NEW,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,
2019,21855,27.3,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2019,21855,27.3,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2019,21855,27.3,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
2019,21855,27.3,Quito,Negociable,USED,Kia,Todoterreno,Sportage R GTI A\C 2.0 TM,,,,,,,,,,,,,,,,,
2023,35,18.49,Quito,Negociable,USED,Chery,Todoterreno,TIGGO 2 PRO,,,,,,,,,,,,,,,,,
2015,172378,10.8,Quito,Negociable,USED,Hyundai,Hatchback (5 Puertas),i10,,,,,,,,,,,,,,,,,
2012,166000,13.7,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2003,284271,9.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Cabina Simple,Silverado,,,,,,,,,,,,,,,,,
2014,107000,15.99,Quito,Fijo,USED,Nissan,Sedán,Sentra Exclusive,,,,,,,,,,,,,,,,,
2010,74313,44.9,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Tundra TRD,,,,,,,,,,,,,,,,,
2010,74313,44.9,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Tundra TRD Pro,,,,,,,,,,,,,,,,,
2020,57396,25.3,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2019,58,17.9,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),RIO EX,,,,,,,,,,,,,,,,,
2015,110333,38.9,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 DC 4X2,,,,,,,,,,,,,,,,,
2015,110333,38.9,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 XLT CD,,,,,,,,,,,,,,,,,
2013,97494,29.8,Quito,Negociable,USED,BMW,Sedán,320i,,,,,,,,,,,,,,,,,
2023,4210,33.9,Quito,Negociable,USED,Mazda,Todoterreno,CX-30,,,,,,,,,,,,,,,,,
2020,46066,16.7,Quito,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,
2020,46066,16.7,Quito,Negociable,USED,Kia,Sedán,Rio,,,,,,,,,,,,,,,,,
2013,141575,21.3,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,
2018,83828,22.8,Quito,Negociable,USED,Chevrolet,Todoterreno,Equinox,,,,,,,,,,,,,,,,,
2015,75387,22.6,Cuenca,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,
2010,74313,44.9,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Tundra Limited,,,,,,,,,,,,,,,,,
2015,86048,21.9,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,#1724719,166000 Kms,Eléctricos,Manual,Gasolina,Climatizador,4 x 2,Plata,6.0,Hidráulica,2000.0,Tela,Azuay,,,,
2005,222789,10.3,Cuenca,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,
2015,77227,16.9,Cuenca,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2014,75000,34.0,Quito,Negociable,USED,Audi,Todoterreno,Q5,,,,,,,,,,,,,,,,,
2008,270987,20.4,Cuenca,Negociable,USED,Mitsubishi,Todoterreno,Montero Blister,,,,,,,,,,,,,,,,,
2016,137,11.5,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2010,201,12.3,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
2021,33,23.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,
2001,167000,11.9,Quito,Negociable,USED,Alfa Romeo,Sedán,156,,,,,,,,,,,,,,,,,
2010,105000,10.49,Quito,Negociable,USED,Citroen,Hatchback (3 Puertas),C4,,,,,,,,,,,,,,,,,
2020,57396,25.3,Cuenca,Negociable,USED,Kia,Crossover,Sportage SL AT,,,,,,,,,,,,,,,,,
2021,31947,26.3,Cuenca,Negociable,USED,Toyota,Sedán,Corolla 1.8,,,,,,,,,,,,,,,,,
2020,18000,80.9,Quito,Negociable,USED,BMW,Coupé,M 240i,,,,,,,,,,,,,,,,,
2020,57396,25.3,Cuenca,Negociable,USED,Kia,Todoterreno,SPORTAGE SL,,,,,,,,,,,,,,,,,
2021,31947,26.3,Cuenca,Negociable,USED,Toyota,Sedán,COROLLA HV SEG AC,,,,,,,,,,,,,,,,,
2023,0,26.99,Quito,Fijo,NEW,Chery,Todoterreno,Tiggo 7,,,,,,,,,,,,,,,,,
2013,144786,13.9,Cuenca,Negociable,USED,Renault,Todoterreno,Duster 1.6,,,,,,,,,,,,,,,,,
2012,162042,15.9,Cuenca,Negociable,USED,Mahindra,Camioneta Cabina Simple,Pick UP CS,,,,,,,,,,,,,,,,,
1998,155088,18.9,Cuenca,Negociable,USED,Mitsubishi,Todoterreno,Montero Blister,,,,,,,,,,,,,,,,,
2010,74313,44.9,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Tundra,,,,,,,,,,,,,,,,,
2019,60065,19.6,Cuenca,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.0 4x4,,,,,,,,,,,,,,,,,
2013,138000,49.9,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner Limited,,,,,,,,,,,,,,,,,
2023,7246,17.9,Cuenca,Negociable,USED,Ram,Camioneta Cabina Simple,RAM 700 SLT,,,,,,,,,,,,,,,,,
2021,12000,12.5,Quito,Negociable,USED,DFSK,Van de Carga,C35,,,,,,,,,,,,,,,,,
2019,7100,22.9,Quito,Negociable,USED,Nissan,Todoterreno,Kicks,,,,,,,,,,,,,,,,,
1991,101472,14.9,Cuenca,Negociable,USED,Mazda,Coupé,323 Hei,,,,,,,,,,,,,,,,,
2021,40,38.5,Guayaquil,Fijo,USED,Peugeot,Camioneta Doble Cabina,LANDTRECK 4 ACTION,,,,,,,,,,,,,,,,,
2019,51698,13.7,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
2017,29229,12.9,Cuenca,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2011,274252,15.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI 3.0 4X2 AC,,,,,,,,,,,,,,,,,
2019,60065,19.6,Cuenca,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2016,85948,55.9,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
2016,96223,13.9,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Emotion GT,,,,,,,,,,,,,,,,,
2005,152000,12.5,Quito,Negociable,USED,Jeep,Todoterreno,Cherokee Limited,,,,,,,,,,,,,,,,,
2019,47000,20.8,Quito,Fijo,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
2011,205000,12.8,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Blister,#1711216,155088 Kms,Eléctricos,Manual,Gasolina,,,Azul,7.0,,3500.0,Cuero,Azuay,v6,,,
2011,162257,7.9,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2003,300000,9.8,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,
2017,75000,49.8,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2006,220000,11.9,Quito,Negociable,USED,Nissan,Camioneta Doble Cabina,Frontier NP300,,,,,,,,,,,,,,,,,
2020,36000,23.5,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2010,189421,19.5,Ambato,Fijo,USED,Toyota,Todoterreno,Highlander Limited Hibrido,,,,,,,,,,,,,,,,,
2020,5089,17.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2014,150000,12.9,Quito,Negociable,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
2020,93853,16.2,Quito,Negociable,USED,Renault,Station Wagon,STEPWAY INTENS FASE,,,,,,,,,,,,,,,,,
2020,56000,17.9,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Rio Xcite,,,,,,,,,,,,,,,,,
2018,79332,17.5,Ambato,Fijo,USED,Toyota,Hatchback (5 Puertas),Yaris Sport,,,,,,,,,,,,,,,,,
2001,250000,4.9,Quito,Negociable,USED,Chevrolet,Hatchback (3 Puertas),Corsa Wind,,,,,,,,,,,,,,,,,
2004,238269,10.5,Ambato,Fijo,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
1981,10,70.9,Quito,Negociable,USED,Fiat,Sedán,132,,,,,,,,,,,,,,,,,
2021,33000,21.9,Quito,Negociable,USED,Hyundai,Todoterreno,Creta,,,,,,,,,,,,,,,,,
